title,abstract,author_keywords
Systematic Review and Meta-Analysis of <i>SERPINE1</i> 4G/5G Insertion/Deletion Variant With Circulating Lipid Levels.,"Recent studies have shown that the 4G/5G insertion/deletion variant of <i>SERPINE1</i> (rs1799889) is closely linked to coronary artery disease (CAD). This study aims to clarify the effects of the rs1799889 variant on lipid levels and to insight into the mechanisms underlying the rs1799889 variant and CAD.By searching PubMed and the Cochrane databases for studies published before 31 October 2021, 40 studies conducted on a total of 13,117 subjects were included for the analysis. The consistent findings for the effects of the 5G allele of rs1799889 variant on lipid metabolism were the significantly decreased triglycerides (TG) [standardized mean difference (SMD) = -0.12, 95% CI = -0.21 to 0.03, <i>P</i> = 0.01], total cholesterol (TC) (SMD = -0.12, 95% CI = -0.17 to 0.06, <i>P</i> < 0.001), and low-density lipoprotein cholesterol (LDL-C) (SMD = -0.13, 95% CI = -0.23 to 0.03, <i>P</i> = 0.01) levels. Intriguingly, the significant effects of the rs1799889 variant on LDL-C (SMD = -0.15, 95% CI = -0.26 to 0.05, <i>P</i> < 0.01) and TC (SMD = -0.17, 95% CI = -0.27 to 0.07, <i>P</i> < 0.01) levels were primarily observed in the Asian population. However, the significant effect of the rs1799889 variant on high-density lipoprotein cholesterol (HDL-C) (SMD = 0.26, 95% CI = 0.03-0.48, <i>P</i> = 0.03) levels was detected only in female subjects.The rs1799889 variant of <i>SERPINE1</i> is a protective genetic factor against CAD, the Asian population with the 5G allele of the rs1799889 variant may have a reduced CAD risk.","['Asian', 'coronary artery disease', 'lipid', 'polymorphism', 'rs1799889']"
"Milk production status and associated factors among indigenous dairy cows in Raya Kobo district, north eastern Ethiopia.","A cross-sectional survey study was conducted from September 2020 to April 2021. A total of 217 households were randomly selected. The data collection instruments were structured questionnaires: focus group discussion and key informant interviews. Data were coded, entered and analyzed using Statistical Package for the Social Sciences (SPSS) version 20 software. Ranking indexes as well as binary logistic regression analysis were used to look for the relationship between dependent and independent variables.The present study showed that season of calving, disease and parasite challenges, housing conditions and shortage of land for forage production with an index value of 0.180, 0.154, 0.153 and 0.126, respectively, were the most important constraints affecting milk production potential. Likewise, foot and mouth disease [adjusted odds ratio (AOR) = 0.001, 95% confidence interval (CI) = (0.000-0.016)], internal parasites [AOR = 0.003, 95% CI = (0.000-0.046)], shortage of grazing land [AOR = 0.017, 95% CI = (0.002-0.148)], summer season of calving [AOR = 0.012, 95% CI = (0.002-0.088)], overall cattle herd composition [AOR = 0.002, 95% CI = (0.000-0.025)], straw shed [AOR = 0.046, 95% CI = (0.006-0.327)] and open yard [AOR = 0.003, 95% CI = (0.000-0.183)] housing conditions were significantly associated with milk production status at p < 0.001 and p < 0.05.The current study indicated that milk production status was poor. Therefore, suitable government policy support and provision of subsidies, genuine participation of dairy producers with governmental and non-governmental organizations are imperative to improve livestock productivity. Furthermore, future research and development actions should find solutions to decrease the bottlenecks so that the massive potentials of the area could be exploited to its maximum and could advance the livelihood of the community.","['Ethiopia', 'Raya Kobo', 'indigenous dairy cows', 'milk production status']"
Genetic Parameters for Different Measures of Feed Efficiency and Their Relationship to Production Traits in Three Purebred Pigs.,"Residual feed intake (RFI) gained attention as a potential alternative to the feed conversion ratio (FCR). Thus, this study aimed to estimate genetic parameters for different feed efficiency (FE) traits (FCR, RFI1 to RFI5) and their genetic correlation to on-test daily weight gain (ADG), backfat (BFT), loin muscle area (LMA), lean percentage (LP), and total feed intake (FI) for 603 Male Duroc (DD), 295 Landrace (LL), and 341 Yorkshire (YY). The common spatial pen effect was also estimated in these traits. Five RFI measures were estimated by regressing daily feed intake on initial testing age (ITA), initial testing weight (IBW), and ADG for RFI1; other models were the same as RFI1 except for additional BFT for RFI2; LMA for RFI3; BFT and LMA for RFI4; BFT, LMA, and average metabolic body weight (AMBW) instead of IBW for RFI5. Genetic parameters estimated using two animal models and the REML method showed moderate heritability for FCR in all breeds (0.22 and 0.28 for DD, 0.31 and 0.39 for LL, 0.17 and 0.22 for YY), low heritability for the majority of RFI measures in DD (0.15 to 0.23) and YY (0.14 to 0.20) and moderate heritability for all RFI measures in LL (0.31 to 0.34). Pen variance explained 7% to 22% for FE and 0% to 9% for production traits' phenotypic variance. The genetic correlation revealed that selection against less complex RFI1 in DD and LL and RFI2 in YY would bring the most advantageous reduction to FI (0.71 for DD, 0.49 for LL, 0.43 YY) without affecting ADG in all breeds (0.06 for DD, -0.11 for LL, 0.05 for YY), decrease in BFT, and increase in LP in DD (0.51 in BFT, -0.77 in LP) and LL (0.45 in BFT, -0.83 in LP). Therefore, inclusion of these breed-specific RFI measures in the future selection criteria would help improve feed efficiency in the swine industry.","['feed efficiency', 'genetic parameters', 'residual feed intake']"
Adipose tissue depot and cell size dependency of adiponectin synthesis and secretion in human obesity.,"Adiponectin is an insulin sensitizing fat cell (FC) hormone whose levels are related to adipose tissue (AT) mass and depot distribution. We hypothesized that the nature of AT expansion (hypertrophy vs. hyperplasia) contributes to obesity-related reductions in serum adiponectin and that this effect is influenced by the regional distribution of AT to subcutaneous (S) and visceral (V) depots. Thirteen obese subjects provided paired AT biopsies. Serum total and high molecular weight (HMW) adiponectin levels were determined by ELISA. Secretion was quantified following 24-h explant culture. FC size, number, % large, and % small FC were determined by microscopic analysis. Secretion of total adiponectin was highest by SAT (P = 0.008) and correlated more strongly with serum adiponectin (total: P = 0.015, r = 0.77; HMW: P = 0.005, r = 0.83) than did secretion by VAT (P = 0.05, r = 0.66 for both). FC size was greatest in SAT and correlated negatively with both serum (total: P = 0.01, r = -0.74; HMW: P = 0.03, r = -0.69) and secreted (total: P = 0.05, r = -0.72; HMW: P = 0.02, r = -0.87) adiponectin. The % small FC in SAT correlated positively with both serum (total: P = 0.006, r = 0.87; HMW: P = 0.009, r = 0.79) and secreted (total: P = 0.03, r = 0.75; HMW: P = 0.01, r = 0.92) adiponectin. VAT FC size correlated negatively with serum HMW adiponectin (P = 0.01, r = -0.76) but not with any measure of secretion. VAT had the greatest % small FC, which related positively to serum HMW (P = 0.004, r = 0.81) and to secreted total adiponectin (P = 0.02, r = 0.78). These studies indicate that differences in fat cell size and depot distribution of AT expansion are important influences on adiponectin in obesity.","['adipocyte', 'adiponectin', 'adipose tissue depots', 'fat cell size', 'high molecular weight', 'insulin resistance', 'subcutaneous adipose tissue', 'visceral adipose tissue']"
Effectiveness of red yeast rice on carotid atherosclerosis: A systematic review and meta-analysis.,"While several studies have demonstrated the preventive and therapeutic effects of red yeast rice (RYR), a traditional Chinese medicine, on carotid atherosclerosis through the reduction of low-density lipoprotein cholesterol (LDL-C) level and other risk factors, the evidence remains inconsistent. This study aimed to further evaluate the effects of RYR in carotid atherosclerosis. Several databases were searched for original trials of RYR for the treatment of carotid atherosclerosis that reported plaque indicators. Carotid plaque area (AREA), carotid plaque score (SCORE), and intima-media thickness (IMT) were set as the primary outcomes, while lipid profile and safety indicators were set as the secondary outcomes. Meta-analyses were performed on the randomized controlled trials (RCTs) using Comprehensive Meta-analysis software. Heterogeneity was evaluated using the <i>I</i> <sup>2</sup> index and <i>Q</i> statistic. Subgroup, sensitivity, and dose-effect analyses were conducted. Twenty RCTs with 2217 patients were included. Compared to the control group, AREA (<i>SMD</i> = -0.855, <i>95%CI</i>: -1.259 to -0.451, <i>p</i> < 0.001), IMT (<i>SMD</i> = -0.588, <i>95%CI</i>: -0.792 to -0.384, <i>p</i> < 0.001), SCORE (<i>SMD</i> = -0.708, <i>95%CI</i>: -1.135 to -0.282, <i>p</i> = 0.001), LDL-C (<i>SMD</i> = -0.938, <i>95%CI</i>: -1.375 to -0.502, <i>p</i> < 0.001), triglyceride (<i>SMD</i> = -0.766, <i>95%CI</i>: -0.980 to -0.551, <i>p</i> < 0.001), and total cholesterol (<i>SMD</i> = -0.858, <i>95%CI</i>: -1.254 to -0.462, <i>p</i> < 0.001) were significantly decreased and HDL-C (<i>SMD</i> = 0.389, <i>95%CI</i>: 0.044-0.733, <i>p</i> = 0.027) was significantly increased following RYR therapy. The indicators for safety were not significant and did not differ between the two groups (<i>p</i> > 0.050). Heterogeneities mainly existed for the treatment time or control group setting. Most results showed no changes in the sensitivity analysis. Dose-effect relationships were observed for all indicators except for TC and HDL-C. We concluded that RYR therapy showed considerable efficacy and an acceptable safety profile for the treatment of carotid atherosclerosis in the Chinese population.","['carotid atherosclerosis', 'efficacy', 'metaanalysis', 'red yeast rice RYR', 'systematic review']"
Influence of Repeated-Sprint Ability on the in-Game Activity Profiles of Semiprofessional Rugby Union Players According to Position.,"This study investigated the influence of repeated-sprint ability (RSA) on the activity of rugby union players in a competitive situation according to their position. Thirty-three semiprofessional rugby union players (age, 25.6 ± 4.3; height, 184.0 ± 8.0 cm; weight, 98.9 ± 13.9 kg, ~20 h training a week), divided into two position subgroups (forwards <i>n</i> = 20, backs <i>n</i> = 13) or four positional subgroups (front row and locks <i>n</i> = 13, back row <i>n</i> = 7, inside backs <i>n</i> = 6, outside backs <i>n</i> = 7), were tested. Their RSA was assessed with a 12 × 20 m sprint test over a 20 s cycle. GPS data (distance, acceleration, number of sprints, maximum velocity, and high-velocity running) and technical data were collected on 18 semiprofessional division rugby union games. In forwards, players with lower cumulated sprint time in the RSA test produced significantly more accelerations (<i>ρ</i> = -0.85, <i>p</i> < 0.001) and more combat actions per match minute (<i>ρ</i> = -0.69, <i>p</i> < 0.001). In backs, RSA was significantly correlated with high-intensity running [distance (<i>ρ</i> = -0.76), V<sub>max</sub> (<i>ρ</i> = -0.84), sprints frequency (<i>ρ</i> = -0.71), high-velocity running (<i>ρ</i> = -0.76), all <i>p</i> < 0.01]. Then, the players were divided into four subgroups (front row and locks, back row, inside backs and outside backs). RSA was significantly associated with the number of accelerations (<i>ρ</i> = -0.96, <i>p</i> <001) and combat actions in front row and locks (<i>ρ</i> = -0.71, <i>p</i> = 0.007). In the back row, RSA was correlated with distance (<i>ρ</i> = -0.96, <i>p</i> = 0.003) and the frequency of combat actions (<i>ρ</i> = -0.79, <i>p</i> = 0.04). In inside backs, RSA was significantly (all <i>p</i> < 0.01) correlated with distance (<i>ρ</i> = -0.81), number of accelerations (<i>ρ</i> = -0.94) and high-velocity running (<i>ρ</i> = -0.94), while in outside backs, RSA was associated with sprint frequency (<i>ρ</i> = -0.85) and the maximal in-game velocity reached (<i>ρ</i> = -0.89). These results demonstrate that RSA is associated with match running and combat activity performance (i) regardless of the position on the pitch and (ii) specifically for each player's position by improving the corresponding activity profile.","['RSA', 'high intensity', 'key performance indicators', 'movement characteristics', 'rugby']"
Vascular comorbidity is associated with lower brain volumes and lower neuroperformance in a large multiple sclerosis cohort.,"The objective of this study is to assess the association between vascular comorbidity burden with clinical and imaging features of disease burden in a large population of people with multiple sclerosis (MS).We included participants from the MS Partners Advancing Technology Health Solutions (MS PATHS) cohort. We evaluated if vascular comorbidities (diabetes, hypertension, and dyslipidemia) or a composite sum of comorbidities was associated with MS characteristics, including objective neurologic function assessments and quantitative brain magnetic resonance imaging (MRI) measurements in propensity score-weighted models.In total, 11,506 participants (6409 (55%) with brain MRI) were included. Individuals with 2+ vascular comorbidities had slower walking speed (standard deviation (SD) = -0.49; 95% confidence interval (CI) = -0.78, -0.19; <i>p</i> = 0.001), slower manual dexterity (SD = -0.41; 95% CI = -0.57, -0.26; <i>p</i> < 0.0001), and fewer correct scores on cognitive processing speed (SD = -0.11; 95% CI = -0.20, -0.02; <i>p</i> = 0.02) versus those with no comorbidities. Those with 2+ had lower brain parenchymal (-0.41%, 95% CI = -0.64, -0.17) and gray matter fractions (-0.30%, 95% CI = -0.49, -0.10), including reduced cortical (-10.10 mL, 95% CI = -15.42, -4.78) and deep (-0.44 mL, 95% CI = -0.84, -0.04) gray matter volumes versus those with no comorbidity.Increased vascular comorbidity burden was associated with clinical and imaging markers of neurologic dysfunction and neurodegeneration in MS. Strategies to optimize comorbidity management in people with MS are warranted.","['Comorbidity', 'epidemiology', 'metabolic disorders']"
Intensity of Leisure-Time Exercise and Risk of Depressive Symptoms Among Japanese Workers: A Cohort Study.,"Data on the effect of physical activity intensity on depression is scarce. We investigated the prospective association between intensity of leisure-time exercise and risk of depressive symptoms among Japanese workers.The participants were 29,052 employees (24,653 men and 4,399 women) aged 20 to 64 years without psychiatric disease including depressive symptoms at health checkup in 2006-2007 and were followed up until 2014-2015. Details of leisure-time exercise were ascertained via a questionnaire. Depressive states were assessed using a 13-item questionnaire. Multivariable-adjusted hazard ratio of depressive symptoms was estimated using Cox regression analysis.During a mean follow-up of 5.8 years with 168,203 person-years, 6,847 workers developed depressive symptoms. Compared with workers who engaged in no exercise during leisure-time (0 MET-hours per week), hazard ratios (95% confidence intervals) associated with >0 to <7.5, 7.5 to <15.0, and ≥15.0 MET-hours of leisure-time exercise were 0.88 (0.82-0.94), 0.85 (0.76-0.94), and 0.78 (0.68-0.88) among workers who engaged in moderate-intensity exercise alone; 0.93 (0.82-1.06), 0.82 (0.68-0.98), and 0.83 (0.71-0.98) among workers who engaged in vigorous-intensity exercise alone; and 0.96 (0.80-1.15), 0.80 (0.67-0.95), and 0.76 (0.66-0.87) among workers who engaged in both moderate- and vigorous-intensity exercise with adjustment for age, sex, lifestyles, work-related and socioeconomic factors, and body mass index. Additional adjustment for baseline depression score attenuated the inverse association, especially among those who engaged in moderate-intensity exercise alone.The results suggest that vigorous-intensity exercise alone or vigorous-intensity combined with moderate-intensity exercise would prevent depressive symptoms among Japanese workers.","['cohort studies', 'depressive symptoms', 'intensity', 'physical activity', 'prevention']"
Decreased lipid levels in adult with congenital heart disease: a systematic review and Meta-analysis.,"Metabolic disorders were a health problem for many adults with congenital heart disease, however, the differences in metabolic syndrome-related metabolite levels in adults with congenital heart disease compared to the healthy population were unknown.We collected 18 studies reporting metabolic syndrome-associated metabolite levels in patients with congenital heart disease. Data from different studies were combined under a random-effects model using Cohen's d values.The results found that the levels of total cholesterol (Cohen's d -0.68, 95% CI: -0.91 to -0.45), high-density lipoprotein cholesterol (Cohen's d -0.63, 95% CI: -0.89 to -0.37), and low-density lipoprotein cholesterol (Cohen's d -0.32, 95% CI: -0.54 to -0.10) were significantly lower in congenital heart disease patients compared with controls. Congenital heart disease patients also had a lower body mass index (Cohen's d -0.27, 95% CI: -0.42 to -0.12) compared with controls. On the contrary, congenital heart disease patients had higher levels of hemoglobin A1c (Cohen's d 0.93, 95% CI: 0.17 to 1.70) than controls. Meanwhile, there were no significant differences in triglyceride (Cohen's d 0.07, 95% CI: -0.09 to 0.23), blood glucose (Cohen's d -0.12, 95% CI: -0.94 to 0.70) levels, systolic (Cohen's d 0.07, 95% CI: -0.30 to 0.45) and diastolic blood pressure (Cohen's d -0.10, 95% CI: -0.39 to 0.19) between congenital heart disease patients and controls.The lipid levels in patients with congenital heart disease were significantly lower than those in the control group. These data will help in the health management of patients with congenital heart disease and guide clinicians.CRD42022228156.","['Adult congenital heart disease', 'Dyslipidemia', 'HDLC', 'LDLC', 'TC']"
Seroprevalence of brucellosis in sheep and goats in the Arabian Gulf region.,"Brucellosis is a zoonosis that occurs worldwide. There were more efforts to control brucellosis in all countries. This study was performed to determine the seroprevalence of brucellosis in sheep and goats in some areas in the Arabian Gulf.The study analyzed 8500 sera from non-vaccinated sheep and goats. Animals included 6441 sheep (3420 from farms and 3021 from quarantine) and 2059 goats (1580 from farms and 479 from quarantine). Sera were tested using the Rose Bengal Plate Test (RBPT) and confirmed with an indirect enzyme-linked immunosorbent assay (i-ELISA) test. Final confirmation analyzed blood samples from confirmed infected animals (n=30, 23 sheep and seven goats) using polymerase chain reaction (PCR) and culture.The serological examination showed that 62/8500 of animals (0.729%, confidence interval [CI] 95% 0.57-0.94) were seropositive for brucellosis. Thirteen of 5000 (0.26%, CI 95% 0.15-0.45) and 49/3500 (1.4%, CI 95% 1.1-1.8) of animals from farms and quarantine were seropositive, respectively. Out of the 6441, 46 (0.71%) sheep and 16/2059 (0.78%) goats were seropositive. i-ELISA confirmed 41/62 RBPT-positive animals - 41/8500 (0.482%, CI 95% 0.36-0.65). Eight of 5000 of these animals (0.16%, CI 95% 0.08-0.32) and 33/3500 (0.94%, CI 95% 0.67-1.3) were confirmed positive in farms and quarantine, respectively. Thirty of 6441 (0.466%) and 11/2059 (0.534%) cases were positive in sheep and goats, respectively. PCR confirmed 18 of 41 positive animals (0.212% of all sera, CI 95% 0.13-0.34) identified by both RBPT and i-ELISA. Three of 5000 (0.06%, CI 95% 0.019-0.19) and 15/3500 (0.429%, CI 95% 0.26-0.71) from farms and quarantine were confirmed positive. Tissue samples (uterine, supra-mammary, testicular, and accessory glands lymph node) were collected from positive animals, as detected by RBPT and i-ELISA, at culling or slaughtering. Using <i>in vitro</i> culture, 14/30 were confirmed positive - 3/7 from farms (two sheep and one goat) and 11/23 from quarantine (nine sheep and two goats). Biovar 1 was dominant. PCR confirmed 23/30 tissue samples, 4/7 from farms (three sheep and one goat), and 19/23 from quarantine (15 sheep and four goats).The overall brucellosis rate in sheep and goats is 0.48%, with fewer animals from farms testing positive (0.16%) in this area of the Arabian Gulf. The infection appears to be well controlled, and continuous effort is still needed to maintain control and completely eradicate brucellosis. Additional support is needed for testing and slaughterhouse monitoring. In quarantine (imported animals), brucellosis infection in the slaughterhouse (0.94%) could pose a risk for transmission and spread of infection. The effort is needed to monitor this threat, and PCR is a sensitive and time-saving test for brucellosis diagnosis. All 14 confirmed positive samples were Biovar 1 dominant.","['Arabian gulf', 'Brucellosis', 'Rose Bengal', 'goats', 'indirect enzymelinked immunosorbent assay', 'polymerase chain reaction', 'seroprevalence', 'sheep']"
Fluid Metabolism in Athletes Running Seven Marathons in Seven Consecutive Days.,"<b>Purpose:</b> Hypohydration and hyperhydration are significant disorders of fluid metabolism in endurance performance; however, little relevant data exist regarding multi-stage endurance activities. The aim of the present study was to examine the effect of running seven marathons in 7 consecutive days on selected anthropometric, hematological and biochemical characteristics with an emphasis on hydration status. <b>Methods:</b> Participants included 6 women and 20 men (age 42.6 ± 6.2 years). Data was collected before day 1 (B<sub>1</sub>) and after day 1 (A<sub>1</sub>), 4 (A<sub>4</sub>), and 7 (A<sub>7</sub>). <b>Results:</b> The average marathon race time was 4:44 h:min (ranging from 3:09 - 6:19 h:min). Plasma sodium, plasma potassium and urine sodium were maintained during the race. Body mass (<i>p</i> < 0.001, η<sup>2</sup> = 0.501), body fat (<i>p</i> < 0.001, η<sup>2</sup> = 0.572) and hematocrit (<i>p</i> < 0.001, η<sup>2</sup> = 0.358) decreased. Plasma osmolality (Posm) (<i>p</i> < 0.001, η<sup>2</sup> = 0.416), urine osmolality (Uosm) (<i>p</i> < 0.001, η<sup>2</sup> = 0.465), urine potassium (<i>p</i> < 0.001, η<sup>2</sup> = 0.507), urine specific gravity (Usg) (<i>p</i> < 0.001, η<sup>2</sup> = 0.540), plasma urea (PUN) (<i>p</i> < 0.001, η<sup>2</sup> = 0.586), urine urea (UUN) (<i>p</i> < 0.001, η<sup>2</sup> = 0.532) and transtubular potassium gradient (<i>p</i> < 0.001, η<sup>2</sup> = 0.560) increased at A<sub>1</sub>, A<sub>4</sub>, and A<sub>7</sub> vs. B<sub>1</sub>. Posm correlated with PUN at A<sub>1</sub> (<i>r</i> = 0.59, <i>p</i> = 0.001) and A<sub>4</sub> (<i>r</i> = 0.58, <i>p</i> = 0.002). The reported post-race fluid intake was 0.5 ± 0.2 L/h and it correlated negatively with plasma [Na<sup>+</sup>] (<i>r</i> = -0.42, <i>p</i> = 0.007) at A<sub>4</sub> and (<i>r</i> = -0.50, <i>p</i> = 0.009) at A<sub>7</sub>. Uosm was associated with UUN at A<sub>1</sub> (<i>r</i> = 0.80, <i>p</i> < 0.001), at A<sub>4</sub> (<i>r</i> = 0.81, <i>p</i> < 0.001) and at A<sub>7</sub> (<i>r</i> = 0.86, <i>p</i> < 0.001) and with Usg (<i>r</i> = 0.71, <i>p</i> < 0.001) at A<sub>1</sub>, (<i>r</i> = 0.52, <i>p</i> = 0.006) at A<sub>4</sub> and (<i>r</i> = 0.46, <i>p</i> = 0.02) at A<sub>7</sub>. <b>Conclusions:</b> Despite the decrease in body mass, fluid and electrolyte balance was maintained with no decrease in plasma volume after running seven marathons in seven consecutive days. Current findings support the hypothesis that body mass changes do not reflect changes in the hydration status during prolonged exercise.","['endurance', 'hydration status', 'multistage marathon', 'running', 'sodium']"
Patient Assessment of Care with Chronic Cardiovascular Disorders and Its Relationship with Self-Efficacy: A Cross-Sectional Study.,"Patients' assessment of care navigating cardiovascular disorders is imperative in improving the quality of care provided. The purpose of this study was to explore the perspectives of people living with cardiovascular disorders on the care they received and its relationship with general self-efficacy.This investigation employed a cross-sectional correlational approach. The study sample was comprised of patients with cardiovascular disorders from both the King Khalid Hospital and the King Salman Specialist Hospital, in Hail City, Saudi Arabia. Convenience sampling was used, resulting in 104 participants. A survey using a self-administered questionnaire was employed to collect the data, which ran from 10 March to 20 May 2023.The participants perceived that they occasionally (2.75 ± 1.053) received care, and they perceived themselves to have better self-efficacy (25.28/40). Of note, the age (0.062), years of being diagnosed with having the disease (-0.174), sex (0.180), educational attainment (0.125), and occupation (0.206) were found to have no significant relationship with the patient assessment of care with chronic cardiovascular disease (PACIC). However, civil status (0.867) was found to have a strong positive correlation to the PACIC. No significant relationship was found between age and GSE (0.070) and PACIC (0.62), civil status with GSE (0.013), years being diagnosed with having the disease with GSE (0.095), and PACIC (0.174) educational attainment with GSE (0.088) and PACIC (0.125) or occupation (0.115) with GSE. However, sex (0.795) was found to have a strong correlation with general self-efficacy (GSE). Of note, patient activation (0.390) and goal setting (0.360) had a moderate positive correlation while problem solving (0.228) and follow-up (0.278) had a weak positive correlation to GSE. Meanwhile, the delivery system (0.507) had a strong positive correlation to GSE. This study illuminates the value of self-efficacy and patient involvement as self-management techniques for cardiovascular illnesses. Future cardiovascular illness self-management initiatives should concentrate on enhancing patient self-efficacy by adopting the PACIC.","['assessment of care', 'chronic cardiovascular disease', 'correlational', 'patient', 'selfefficacy']"
Association of Electrocardiographic Signs of Right Ventricular Hypertrophy and Clot Localization in Chronic Thromboembolic Pulmonary Hypertension.,"The role of electrocardiography (ECG) in chronic thromboembolic pulmonary hypertension (CTEPH) diagnosis and prognosticating has not been yet established. We aimed to assess the relationships of the recommended ECG criteria of right ventricular hypertrophy (RVH) with clot localization in CTEPH patients. ECG patterns of RVH according to the American College of Cardiology Foundation were assessed in patients with newly diagnosed CTEPH. We enrolled 58 (45.3%) patients with proximal and 70 (54.7%) with distal CTEPH. Receiver-operating characteristics curves analysis indicated that the following ECG abnormalities predicted proximal CTEPH localization: R<sub>V1</sub> > 6 mm-AUC 0.75 (CI: 0.66-0.84, <i>p</i> < 0.00001); S<sub>V6</sub> > 3 mm-AUC 0.70 (CI: 0.60-0.79, <i>p</i> < 0.00001); S<sub>I</sub> > R<sub>I</sub> wave-AUC 0.67 (CI: 0.58-0.77, <i>p</i> = 0.0004); R<sub>V1</sub>:S<sub>V1</sub> > 1.0-AUC 0.66 (CI: 0.56-0.76, <i>p</i> = 0.0009); R<sub>V1</sub> peak > 0.035 s (QRS < 120 ms)-AUC 0.66 (CI: 0.56-0.75, <i>p</i> = 0.0016); R<sub>V1</sub>:S<sub>V1</sub> > R<sub>V3(V4)</sub>:S<sub>V3(V4)-</sub>AUC-0.65 (CI: 0.54-0.75, <i>p</i> = 0.0081); R<sub>aVR</sub> > 4 mm-AUC 0.62 (CI: 0.52-0.71, <i>p</i> = 0.002) and P<sub>II</sub> > 2.5 mm-AUC 0.62 (CI: 0.52-0.72, <i>p</i> = 0.00162). Pulmonary vascular resistance significantly correlated with amplitudes of R<sub>V1</sub> (r = 0.34, <i>p</i> = 0.008), S<sub>V6</sub> (r = 0.53, <i>p</i> = 0.000027) and P<sub>II</sub> (r = 0.44, <i>p</i> = 0.00007). In patients with CTEPH, only 8 out of 23 ECG RVH criteria were useful for differentiating between proximal and distal CTEPH localization and we found that R<sub>V1</sub> and S<sub>V6</sub> may contribute as potential discriminators.","['chronic thromboembolic pulmonary hypertension', 'clot localization', 'diagnosis', 'electrocardiogram', 'right ventricular hypertrophy']"
Persisting Motor Function Problems in School-Aged Survivors of Congenital Diaphragmatic Hernia.,"<b>Background and Objectives:</b> Children born with congenital diaphragmatic hernia (CDH) and treated with extracorporeal membrane oxygenation (ECMO), are at risk for motor function impairment during childhood. We hypothesized that all children born with CDH are at risk for persistent motor function impairment, irrespective of ECMO-treatment. We longitudinally assessed these children's motor function. <b>Methods:</b> Children with CDH with and without ECMO-treatment, born 1999-2007, who joined our structural prospective follow-up program were assessed with the Movement Assessment Battery for Children (M-ABC) at 5, 8, 12 years. Z-scores were used in a general linear model for longitudinal analysis. <b>Results:</b> We included 55 children, of whom 25 had been treated with ECMO. Forty-three (78%) were evaluated at three ages. Estimated mean (95% CI) z-scores from the general linear model were -0.67 (-0.96 to -0.39) at 5 years of age, -0.35 (-0.65 to -0.05) at 8 years, and -0.46 (-0.76 to -0.17) at 12 years. The 5- and 8-years scores differed significantly (<i>p</i> = 0.02). Motor development was significantly below the norm in non-ECMO treated patients at five years; -0.44 (-0.83 to -0.05), and at all ages in the ECMO-treated-patients: -0.90 (-1.32 to -0.49), -0.45 (-0.90 to -0.02) and -0.75 (-1.2 to -0.34) at 5, 8, and 12 years, respectively. Length of hospital stay was negatively associated with estimated total z-score M-ABC (<i>p</i> = 0.004 multivariate analysis). <b>Conclusion:</b> School-age children born with CDH are at risk for motor function impairment, which persists in those who received ECMO-treatment. Especially for them long-term follow up is recommended.","['congenital diaphragmatic hernia', 'critical illness', 'development', 'followup', 'motor function']"
The Effect of Dexmedetomidine on Emergence Agitation or Delirium in Children After Anesthesia-A Systematic Review and Meta-Analysis of Clinical Studies.,"<b>Background:</b> We conducted this systematic review and meta-analysis to investigate the clinical effect of dexmedetomidine in preventing pediatric emergence agitation (EA) or delirium (ED) following anesthesia compared with placebo or other sedatives. <b>Methods:</b> The databases of Pubmed, Embase, and Cochrane Library were searched until 8th January 2020. Inclusion criteria were participants with age<18 years and studies of comparison between dexmedetomidine and placebo or other sedatives. Exclusion criteria included adult studies; duplicate publications; management with dexmedetomidine alone; review or meta-analysis; basic research; article published as abstract, letter, case report, editorial, note, method, or protocol; and article presented in non-English language. <b>Results:</b> Fifty-eight randomized controlled trials (RCTs) and five case-control trials (CCTs) including 7,714 patients were included. The results showed that dexmedetomidine significantly decreased the incidence of post-anesthesia EA or ED compared with placebo [OR = 0.22, 95% CI: (0.16, 0.32), <i>I</i> <sup>2</sup> = 75, <i>P</i> < 0.00001], midazolam [OR = 0.36, 95% CI: (0.21, 0.63), <i>I</i> <sup>2</sup> = 57, <i>P</i> = 0.0003], and opioids [OR = 0.55, 95% CI: (0.33, 0.91), <i>I</i> <sup>2</sup> = 0, <i>P</i> = 0.02], whereas the significant difference was not exhibited compared with propofol (or pentobarbital) [OR = 0.56, 95% CI: (0.15, 2.14), <i>I</i> <sup>2</sup> = 58, <i>P</i> = 0.39], ketamine [OR = 0.43, 95% CI: (0.19, 1.00), <i>I</i> <sup>2</sup> = 0, <i>P</i> = 0.05], clonidine [OR = 0.54, 95% CI: (0.20, 1.45), <i>P</i> = 0.22], chloral hydrate [OR = 0.98, 95% CI: (0.26, 3.78), <i>P</i> = 0.98], melatonin [OR = 1.0, 95% CI: (0.13, 7.72), <i>P</i> = 1.00], and ketofol [OR = 0.55, 95% CI: (0.16, 1.93), <i>P</i> = 0.35]. <b>Conclusion:</b> Compared with placebo, midazolam, and opioids, dexmedetomidine significantly decreased the incidence of post-anesthesia EA or ED in pediatric patients. However, dexmedetomidine did not exhibit this superiority compared with propofol and ketamine. With regard to clonidine, chloral hydrate, melatonin, and ketofol, the results needed to be further tested due to the fact that only one trial was included for each control drug.","['agitation', 'delirium', 'dexmedetomidine', 'metaanalysis', 'pediatric']"
